video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=u5TZTlVvuM4&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@Historydad_ai,Historydad,How the Democratic Party Formed - From Jackson to Today,147K,5 months,"Take a satirical, no-holds-barred look at how the Democratic Party went from Andrew Jackson's “common man” roots to the ...",2026-01-21 22:55:44.568079
/watch?v=61U1KdsDGgI&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CNBCtelevision,CNBC Television,The Democratic Party is in danger of becoming a long-term minority protest party: Don Peebles,71K,2 months,"Don Peebles, The Peebles Corporation CEO and chairman, joins 'Squawk Box' to discuss Zohran Mamdani's election victory to ...",2026-01-21 22:55:44.569376
/shorts/vpaq-4MAUJU,/@docvince,Doc Vince,Communism's Horrors: A Call to the Democratic Party #shorts,20K,1 day,"Witnesses of communism's horrors, from Cuban jails to deadly ocean rafts, have seen the truth. Denouncing communism ...",2026-01-21 22:55:44.570959
/shorts/TOd7iAd_kdc,/@TheBacklashStudio,The Backlash Studio,Bill Maher Said Progressives Are Making People Hate Democrats,353K,6 days,Bill Maher DESTROYS Democrats for Losing Normal People #billmaher #realtimewithbillmaher #politicalcommentary #uspolitics ...,2026-01-21 22:55:44.572225
/shorts/vYB7lz5jzAs,/@FoxNews,Fox News,Vance: The far-left has completely TAKEN OVER the Democratic Party #foxnews #news #us #charliekirk,68K,2 months,Vice President JD Vance speaks on the current state of the Democratic Party and condemns violent rhetoric against Charlie Kirk.,2026-01-21 22:55:44.573688
/watch?v=JBxTeO4YEAM&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CNN,CNN,"Jeffries says House Democrats, not Mamdani, are future of Democratic Party",198K,2 months,Jake Tapper pushes House Minority Leader Hakeem Jeffries (D-NY) on if Democrats should reopen the government in the wake ...,2026-01-21 22:55:44.574978
/shorts/RcramPFNpTM,/@CNN,CNN,Newsom: Election wins show ‘a resurgent Democratic Party’,313K,2 months,"California Gov. Gavin Newsom tells CNN's Jake Tapper that Democrats' election wins represent “a new moment, clarity, ...",2026-01-21 22:55:53.970486
/shorts/QmgDS4il_c4,/@rolandsmartin,Roland S. Martin,Democratic Party in Crisis: Time for a Civil War?,23K,1 year,Is it time for the Democratic Party to go through its civil war and figure out what it wants to be who it wants to serve?,2026-01-21 22:55:53.972153
/shorts/KN0TkhNqJ5w,/@rolandsmartin,Roland S. Martin,The Democratic Party's Betrayal of Black Politics Revealed,11K,11 months,William H. Lamar IV believes tying our fight for liberation to the Democratic Party. They'll only go so far—until it's inconvenient.,2026-01-21 22:55:53.973870
/shorts/w86MTsQcOow,/@theresearchguystl,The Research Guy,Dave Smith Just NUKE The Democratic Party #shorts,108K,2 days,Joe Rogan REACTS to Dave Smith NUKE Democrats.,2026-01-21 22:55:53.975713
/shorts/kgkE5Bb2Oe0,/@stephenasmith,Stephen A. Smith,The Democratic Party needs a purge,37K,3 months,https://sxm.app.link/YouTubeSAS Buckle up daily with Stephen A. Smith as he brings his no-holds-barred perspectives on sports ...,2026-01-21 22:55:53.979113
/watch?v=Qg7y1argPE8&pp=ygUQZGVtb2NyYXRpYyBwYXJ0edIHCQmHCgGHKiGM7w%3D%3D,/@msnow,MS NOW,Democrats’ Direction: Is the party too focused on Trump?,15K,3 months,The New York Times reports that some Democratic strategists are concerned by the party's decision to continue centering their ...,2026-01-21 22:55:53.983697
/watch?v=4kL3JfvOMcU&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@msnow,MS NOW,Democrats can’t wait for a ‘hero’ like Obama going forward: Strategist,157K,2 months,Democratic strategist Jenna Arnold and MSNBC political analyst Susan Del Percio join Alex Witt to discuss the Democratic party ...,2026-01-21 22:55:53.985129
/watch?v=T2XSdt0ieqg&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CBSNews,CBS News,Democratic party leader speaks out on strategy before the 2028 election,2.6K,1 month,Democratic National Committee Chairman Ken Martin is weighing in on the party's strategy ahead of the midterms and the 2028 ...,2026-01-21 22:55:53.986690
/watch?v=Fa7JqIooxK0&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@VOANews,Voice of America,US Democratic Party History,44K,5 years,"The Democratic Party is known for favoring a larger federal government as well as progressive social policies. However, this was ...",2026-01-21 22:55:53.990978
/shorts/opAuYbhAxA8,/@FoxNews,Fox News,Fetterman responds to possibility of switching political parties,245K,3 months,... #sundaymorningfutures #fetterman #johnfetterman #senate #democrats #democraticparty #democrat #republicans #congress ...,2026-01-21 22:55:53.992415
/shorts/g3uQsPxveT8,/@CNN,CNN,Elizabeth Warren tells Democrats to use new playbook,814K,8 days,"In an interview with CNN's Dana Bash, Democratic Sen. Elizabeth Warren says her party needs to “read the room” and appeal to a ...",2026-01-21 22:55:53.993869
/shorts/hf2Cgrk2igQ,/@TheBacklashStudio,The Backlash Studio,Bill Maher Reveals the ONE Democrat Who Can Save the Party,41K,7 days,Bill Maher says Democrats are dying… but THIS guy might save them #billmaher #johnfetterman #democrats #trump #politics ...,2026-01-21 22:55:53.995192
/shorts/NsNCEr1o29E,/@VALUETAINMENT,Valuetainment,What Happened to the Democratic Party?,15K,9 months,"Sam Seder reflects on the shifting political landscape, criticizing Democratic leadership and calling for a change. With a look at the ...",2026-01-21 22:55:53.998714
/watch?v=8qGN6DNAdvM&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@thehill,The Hill,Jeffries: Zohran Mamdani IS NOT THE FUTURE Of Dem Party | RISING,14K,2 months,"With the New York City Mayoral Election just one day away, House Minority Leader Hakeem Jeffries made headlines for saying ...",2026-01-21 22:55:53.999949
/watch?v=kcnZeZojA7o&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@wsj,The Wall Street Journal,How Democrats Dented Trump’s Coalition With Three Big Election Wins | WSJ,109K,2 months,"WSJ's Aaron Zitner explains how dominant electoral wins in New York, New Jersey and Virginia have given Democrats a jolt of ...",2026-01-21 22:55:54.001517
/watch?v=KV-7Ekgfb1o&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@NewsNation,NewsNation,Democratic Party’s civil war will be bloody: Vittert | On Balance,15K,2 months,"Leland Vittert opens “On Balance” discussing how the Democratic Party is fighting with itself, and some of the anger resonates ...",2026-01-21 22:55:54.002839
/watch?v=RfYKOvWXnB4&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@DemocracyNow,Democracy Now!,“Epic Night for Democrats”: Party Wins Races Across the U.S. in Voter Rebuke to Trump,62K,2 months,Support our work: https://democracynow.org/donate/sm-desc-yt We get an overview of how Democrats won big across the United ...,2026-01-21 22:55:54.006094
/watch?v=-4B_9Tv0ZcI&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CNN,CNN,‘Good news’ for Dems: Enten breaks down midterm polls,444K,2 days,CNN chief data analyst Harry Enten examines the results of generic ballot polling ahead of the 2026 midterm elections. 0:00 CNN ...,2026-01-21 22:55:54.007732
/watch?v=891pcEw-icA&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@thehill,The Hill,GOP's Gohmert introduces resolution that would ban the Democratic Party,138K,5 years,GOP's Louie Gohmert introduces resolution that would ban the Democratic Party.,2026-01-21 22:56:01.104571
/shorts/RANTCJL1SUQ,/@Reuters,Reuters,'A landslide' says analyst on Democrats' win,22K,2 months,... some U.S. voters view President Donald Trump's second term and the Democratic Party's efforts to revive its political fortunes.,2026-01-21 22:56:01.106021
/shorts/TXCWjUcfkNE,/@FoxNews,Fox News,Dem CONFRONTED over response to border patrol shooting #foxnews #news #us #fox,198K,6 days,... #government #democrats #democraticparty #democrat #maxinedexter #violence Subscribe to Fox News: https://bit.ly/2vBUvAS ...,2026-01-21 22:56:01.107378
/watch?v=cPYDGLdWXZw&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@TheYoungTurks,The Young Turks,Millions FLEE Democratic Party — Here’s Why,48K,4 months,"The Democratic Party is losing registered voters at an alarming rate, according to new data. Ana Kasparian and Cenk Uygur ...",2026-01-21 22:56:01.108917
/watch?v=y7Rp1GJWc6s&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CBSNews,CBS News,Key Election Day 2025 races could shape Democratic Party's next steps,39K,2 months,Today is Election Day 2025 and several local and state races could help determine the future of the Democratic Party. CBS News' ...,2026-01-21 22:56:01.110394
/shorts/YVZWeVU8EIc,/@FoxNews,Fox News,Former Democrat who raised $50 million for the Democratic Party on why she voted for Trump,68K,1 year,'LEFT' FOR GOOD: A lifelong Democrat who raised $50 million for the party isn't holding back on her decision to switch sides and ...,2026-01-21 22:56:01.112056
/watch?v=KOzQ425PeGQ&pp=ygUQZGVtb2NyYXRpYyBwYXJ0edIHCQmHCgGHKiGM7w%3D%3D,/@FoxNews,Fox News,"EXCEPT ONE: He’s the only moderate in the Democratic Party, says pollster",33K,3 months,"Former Clinton advisor Mark Penn evaluates the state of the Democratic Party and its leadership on 'Life, Liberty & Levin.",2026-01-21 22:56:01.113309
/watch?v=jGFR87XuUNM&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@msnow,MS NOW,'It’s a great night for Democracy!': Wes Moore celebrates huge Democrat win,185K,2 months,"Moore talks about the major win, the future of the Democratic Party, and launching a redistricting commission after the top ...",2026-01-21 22:56:01.114555
/watch?v=x241gLKHbek&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@ForbesBreakingNews,Forbes Breaking News,Democratic Lawmakers Holds Remembrance Event For January 6th Insurrection On 5th Anniversary,9.2K,2 weeks,"On Tuesday, Democratic lawmakers spoke on the 5th anniversary of the January 6 insurrection at the Capitol. Fuel your success ...",2026-01-21 22:56:01.115736
/watch?v=i5hXMZBkvzQ&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@TheYoungTurks,The Young Turks,Millions Of Americans Are DITCHING The Democratic Party,134K,4 months,"The Democratic Party is losing registered voters at an alarming rate, according to new data. Ana Kasparian and Cenk Uygur ...",2026-01-21 22:56:01.116916
/shorts/gewnsPAxq_k,/@KMPHFox26,KMPH FOX26 NEWS,Speaker Johnson warns the Democrats party is heading toward socialism,1.5M,2 months,"House Speaker Mike Johnson discussed the results of Tuesday's elections where Democrats were the victors. ""You had blue ...",2026-01-21 22:56:01.118359
/watch?v=L9pcGFlBQc8&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@AssociatedPress,Associated Press,Democrats defend yes vote as Senate takes step toward ending government shutdown,239K,2 months,The Senate took the first step to end the government shutdown on Sunday after a group of moderate Democrats agreed to ...,2026-01-21 22:56:01.119851
/watch?v=VjyUVFm5ceo&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@TheDemocrats,The Democrats,Cattle Farmers Explain Trump's Argentina Bailout,296K,2 months,"South Dakota family farmers Shane Merrill, Charlie Johnson, and Frank Kloucek speak on the struggles of operating a family farm ...",2026-01-21 22:56:01.121607
/shorts/mSsiN8ykJbI,/@TheNationalDesk,The National Desk,Is socialism rising in the Democratic party?,5.7K,3 months,The National News Desk's Kayla Gaskins breaks down the socialist movement gaining traction among recent Democratic ...,2026-01-21 22:56:01.124123
/shorts/W-cXmRNc--k,/@DailySignal,The Daily Signal,"We're Witnessing The End of The Democrat Party As We Know It, Says Mike Johnson",293K,2 months,House Speaker Mike Johnson called out House Minority leader Hakeem Jeffries for fully endorsing openly socialist mayoral ...,2026-01-21 22:56:01.125313
/watch?v=_0Gg1U9gOWg&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@chriscillizza,Chris Cillizza,"The Democratic party is in a dark, dark place | Chris Cillizza",50K,5 months,"In this video, Chris Cillizza breaks down new polling that shows the Democratic Party is in a historically bad position with voters, ...",2026-01-21 22:56:01.126515
/watch?v=fExXnptB3Vg&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CNN,CNN,"Enten: 'Weak, weak, weak is how Democrats view their leaders in Washington'",89K,3 months,"""Why is it that the Democrats in my mind are facing more pressure?"" CNN chief data analyst Harry Enten runs the numbers about ...",2026-01-21 22:56:01.127799
/shorts/fnX2L0uji3U,/@theresearchguystl,The Research Guy,He Just NUKED OBAMA And Democratic Party #shorts #obama,1M,6 days,Black Kid Drops A NUKE On OBAMA.,2026-01-21 22:56:01.129273
/watch?v=tgIiY1kbtpU&pp=ygUQZGVtb2NyYXRpYyBwYXJ0edIHCQmHCgGHKiGM7w%3D%3D,/@BlackGreenRed,Black Green Red,The Democratic Party Can’t Be Reformed,80K,5 months,"From the failures of Bernie Sanders and AOC, to the suppression of grassroots organizers, to the history of Democrats siding with ...",2026-01-21 22:56:08.698931
/shorts/SI8NJA8Ogoo,/@jubilee,Jubilee,"The current state of the Democratic party, debated by Boomers and GenZ #middleground #debate",25K,9 days,Hey you Wanna be in a Jubilee video? https://bit.ly/be-in-a-video LET'S BE FRIENDS Instagram: ...,2026-01-21 22:56:08.699849
/watch?v=K0gNl6L8zXc&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@FoxNews,Fox News,Fetterman pulls back the curtain on the state of the Democratic Party,1.2M,2 months,Pennsylvania Sen. John Fetterman demands an end to the government shutdown and weighs in on the state of the Democratic ...,2026-01-21 22:56:08.700702
/watch?v=tDozYBoeOp8&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@facethenation,Face the Nation,Several Democrats take risk and join Republicans to end government shutdown,5.7K,2 months,"A group of Democrats, along with Independent Sen. Angus King, joined Republican efforts to fund the government after reportedly ...",2026-01-21 22:56:08.701390
/watch?v=lDWqKMuDLcI&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@RyanGeddie,Ryan Geddie,Democratic Party Political Compass Explained in 24 Minutes,120K,5 months,"The democratic party is the big broadly center-left political party in the United States, but is made up of many different factions that ...",2026-01-21 22:56:08.702280
/watch?v=Id_OzvxIF_I&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@PBSNewsHour,PBS NewsHour,"WATCH: 'I am the Democratic Party,' Biden says, challenging Trump | First Presidential Debate 2020",184K,5 years,Former Vice President Joe Biden challenged President Donald Trump's accusation that the Democratic nominee's health care ...,2026-01-21 22:56:08.702963
/watch?v=UqLJhNSsE9A&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CBSNews,CBS News,"Biden: ""I am the Democratic Party right now""",40K,5 years,"At the first presidential debate, President Trump tried to say Joe Biden would be ""dominated"" by ""socialists"" in the Democratic ...",2026-01-21 22:56:08.703646
/watch?v=-xced2kBcRs&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@msnow,MS NOW,Maddow: Democrats snatch defeat from the jaws of victory (again),590K,2 months,"Rachel Maddow looks at the powerful political momentum Democrats had built, including massive nationwide protests and a ...",2026-01-21 22:56:08.704644
/shorts/casMMD0GfWg,/@NBCNews,NBC News,Democratic Party hits an all-time low in popularity,3.7K,10 months,"The Democratic Party has reached an all-time low in popularity in the latest national NBC News poll, Steve Kornacki explains.",2026-01-21 22:56:08.705830
/shorts/tBesTcUAgt4,/@BenShapiro,Ben Shapiro,Brace yourselves for the future of the Democratic Party,85K,6 months,benshapiro #news #politics #nyc #democrats.,2026-01-21 22:56:08.706534
/watch?v=WbgCS2ld5P0&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@msnow,MS NOW,Sen. Warren seeks to influence direction of Democrats ahead of midterms,56K,9 days,"Sen. Elizabeth Warren, D-Mass., is set to deliver a speech about the future of the Democratic Party at a National Press Club event ...",2026-01-21 22:56:08.707197
/watch?v=nOyHf5ds9YA&pp=ygUQZGVtb2NyYXRpYyBwYXJ0edIHCQmHCgGHKiGM7w%3D%3D,/@PBSNewsHour,PBS NewsHour,WATCH LIVE: Senate Democratic leaders hold news conference ahead of Venezuela briefing,21K,Streamed 1 month,"Watch PBS News for daily, breaking and live news, plus special coverage. We are home to PBS News Hour, ranked the most ...",2026-01-21 22:56:08.708164
/watch?v=6uZQj3ntmyQ&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CNN,CNN,‘An absolute disgrace’: Some Democrats furious after vote to reopen government,117K,2 months,A small band of Senate Democrats voted with Republicans on Monday night to approve a funding measure to reopen the federal ...,2026-01-21 22:56:08.709596
/watch?v=mJB4lflNnVo&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@CBSMornings,CBS Mornings,Karine Jean-Pierre on leaving the Democratic Party and finding her independence,184K,3 months,"Former White House Press Secretary Karine Jean-Pierre, who served under Presidents Barack Obama and Joe Biden, joins ""CBS ...",2026-01-21 22:56:08.710814
/shorts/5F_fgmlujwY,/@CNN,CNN,Stephen A. Smith ‘not happy with the Democratic party’,86K,8 months,"Stephen A. Smith, host of ESPN's “First Take” and the “Stephen A. Smith Show,” explains to CNN's Jake Tapper why he believes ...",2026-01-21 22:56:08.711936
/watch?v=pW8QfQTOrnY&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@NBCNews,NBC News,"Kornacki: How Democrats’ win in Miami ‘turns the clock back’ for Trump, Republicans",183K,1 month,NBC News Chief Data Analyst Steve Kornacki joins Meet the Press NOW to explain the significance of the Miami mayoral race ...,2026-01-21 22:56:08.712653
/watch?v=XJmpqoG4s4Q&pp=ygUQZGVtb2NyYXRpYyBwYXJ0edIHCQmHCgGHKiGM7w%3D%3D,/@ForbesBreakingNews,Forbes Breaking News,FULL REMARKS: Elizabeth Warren Issues Blunt Message To The Democratic Party About Its Future,6.3K,9 days,"At the National Press Club in Washington, D.C., Sen. Elizabeth Warren (D-MA) discussed the future of the Democratic Party.",2026-01-21 22:56:08.713534
/watch?v=_XnE9OsmT3U&pp=ygUQZGVtb2NyYXRpYyBwYXJ0eQ%3D%3D,/@France24_en,FRANCE 24 English,What the New York mayor’s race is revealing about the Democratic party • FRANCE 24 English,32K,2 months,"New Yorkers head to the polls to elect a new mayor on Tuesday, with 34-year-old Zohran Mamdani, a “democratic socialist”, the ...",2026-01-21 22:56:08.714268
/shorts/bNGHXR_atSM,/@newyorker,The New Yorker,Jennifer Welch on the Democratic Party’s Approach to Trans Rights,2K,1 day,"Jennifer Welch, the co-host of the “I've Had It” podcast, talks to David Remnick about why Democrats need to be “the party of ...",2026-01-21 22:56:08.715050
